case_id,role_id,day_index,simulated_calendar_day,city,province,plan_family_id,plan_family_zh,action_contrast_status,contrast_basis,difference_reason_zh,baseline_owned_device_kwh,candidate_owned_device_kwh,baseline_selected_ac_proxy_kwh,candidate_selected_ac_proxy_kwh,baseline_attributable_kwh,candidate_attributable_kwh,candidate_minus_baseline_attributable_kwh,baseline_all_owned_room_24h_mean_c,candidate_all_owned_room_24h_mean_c,simulated_outdoor_min_c,simulated_outdoor_max_c,weather_kind,metric_scope,temperature_scope,feedback_rows
cityrole-0001/day-01,cityrole-0001,1,07-14,南昌市,江西,no_contrast,当日无方案动作差异,equivalent,,首日共同背景，无方案差异,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,34.16,34.16,26.60,33.10,CSWD typical-year simulated scenario,owned devices plus selected AC COP3 proxy; not full household bill,all owned rooms × all 24 hours equally weighted; not comfort score,0
cityrole-0181/day-06,cityrole-0181,6,07-19,成都市,四川,no_contrast,当日无方案动作差异,equivalent,,当日无合法方案改变,1.800000,1.800000,0.000000,0.000000,1.800000,1.800000,0.000000,30.56,30.56,21.80,30.60,CSWD typical-year simulated scenario,owned devices plus selected AC COP3 proxy; not full household bill,all owned rooms × all 24 hours equally weighted; not comfort score,0
cityrole-0181/day-07,cityrole-0181,7,07-20,成都市,四川,device_time_shift,设备运行移时,meaningful,device_schedule,设备运行移时,0.500000,0.500000,0.000000,0.000000,0.500000,0.500000,0.000000,31.94,31.94,22.20,33.50,CSWD typical-year simulated scenario,owned devices plus selected AC COP3 proxy; not full household bill,all owned rooms × all 24 hours equally weighted; not comfort score,0
cityrole-0181/day-08,cityrole-0181,8,07-21,成都市,四川,no_contrast,当日无方案动作差异,equivalent,,当日无合法方案改变,1.800000,1.800000,0.000000,0.000000,1.800000,1.800000,0.000000,32.98,32.98,23.00,33.60,CSWD typical-year simulated scenario,owned devices plus selected AC COP3 proxy; not full household bill,all owned rooms × all 24 hours equally weighted; not comfort score,0
cityrole-0181/day-09,cityrole-0181,9,07-22,成都市,四川,device_time_shift,设备运行移时,meaningful,device_schedule,设备运行移时,0.500000,0.500000,0.000000,0.000000,0.500000,0.500000,0.000000,33.64,33.64,24.00,34.80,CSWD typical-year simulated scenario,owned devices plus selected AC COP3 proxy; not full household bill,all owned rooms × all 24 hours equally weighted; not comfort score,0
cityrole-0181/day-10,cityrole-0181,10,07-23,成都市,四川,no_contrast,当日无方案动作差异,equivalent,,当日无合法方案改变,1.800000,1.800000,0.000000,0.000000,1.800000,1.800000,0.000000,33.85,33.85,24.40,33.80,CSWD typical-year simulated scenario,owned devices plus selected AC COP3 proxy; not full household bill,all owned rooms × all 24 hours equally weighted; not comfort score,0
cityrole-0182/day-01,cityrole-0182,1,07-14,十堰市,湖北,no_contrast,当日无方案动作差异,equivalent,,首日共同背景，无方案差异,0.000000,0.000000,0.164281,0.164281,0.164281,0.164281,0.000000,20.97,20.97,19.10,34.10,CSWD typical-year simulated scenario,owned devices plus selected AC COP3 proxy; not full household bill,all owned rooms × all 24 hours equally weighted; not comfort score,0
cityrole-0182/day-02,cityrole-0182,2,07-15,十堰市,湖北,no_contrast,当日无方案动作差异,equivalent,,当日无合法方案改变,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,20.92,20.92,20.30,35.00,CSWD typical-year simulated scenario,owned devices plus selected AC COP3 proxy; not full household bill,all owned rooms × all 24 hours equally weighted; not comfort score,0
cityrole-0182/day-03,cityrole-0182,3,07-16,十堰市,湖北,no_contrast,当日无方案动作差异,equivalent,,当日无合法方案改变,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,20.70,20.70,23.00,31.10,CSWD typical-year simulated scenario,owned devices plus selected AC COP3 proxy; not full household bill,all owned rooms × all 24 hours equally weighted; not comfort score,0
cityrole-0182/day-04,cityrole-0182,4,07-17,十堰市,湖北,ac_setpoint,空调设定点调整,meaningful,temperature_setpoint,空调设定点调整,0.000000,0.000000,0.758239,0.758239,0.758239,0.758239,0.000000,21.19,21.19,22.40,35.00,CSWD typical-year simulated scenario,owned devices plus selected AC COP3 proxy; not full household bill,all owned rooms × all 24 hours equally weighted; not comfort score,0
cityrole-0182/day-05,cityrole-0182,5,07-18,十堰市,湖北,ac_setpoint,空调设定点调整,meaningful,temperature_setpoint,空调设定点调整,0.000000,0.000000,1.070310,1.070310,1.070310,1.070310,0.000000,20.50,20.50,22.70,27.50,CSWD typical-year simulated scenario,owned devices plus selected AC COP3 proxy; not full household bill,all owned rooms × all 24 hours equally weighted; not comfort score,0
cityrole-0182/day-06,cityrole-0182,6,07-19,十堰市,湖北,ac_setpoint,空调设定点调整,meaningful,temperature_setpoint,空调设定点调整,0.000000,0.000000,1.024747,1.024747,1.024747,1.024747,0.000000,20.18,20.18,23.40,29.20,CSWD typical-year simulated scenario,owned devices plus selected AC COP3 proxy; not full household bill,all owned rooms × all 24 hours equally weighted; not comfort score,0
cityrole-0182/day-07,cityrole-0182,7,07-20,十堰市,湖北,ac_setpoint,空调设定点调整,meaningful,temperature_setpoint,空调设定点调整,0.000000,0.000000,1.058829,1.058829,1.058829,1.058829,0.000000,20.98,20.98,23.50,34.80,CSWD typical-year simulated scenario,owned devices plus selected AC COP3 proxy; not full household bill,all owned rooms × all 24 hours equally weighted; not comfort score,0
cityrole-0182/day-08,cityrole-0182,8,07-21,十堰市,湖北,ac_setpoint,空调设定点调整,meaningful,temperature_setpoint,空调设定点调整,0.000000,0.000000,1.167348,1.167348,1.167348,1.167348,0.000000,21.54,21.54,23.80,36.00,CSWD typical-year simulated scenario,owned devices plus selected AC COP3 proxy; not full household bill,all owned rooms × all 24 hours equally weighted; not comfort score,0
cityrole-0182/day-09,cityrole-0182,9,07-22,十堰市,湖北,no_contrast,当日无方案动作差异,equivalent,,当日无合法方案改变,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,21.89,21.89,26.50,33.50,CSWD typical-year simulated scenario,owned devices plus selected AC COP3 proxy; not full household bill,all owned rooms × all 24 hours equally weighted; not comfort score,0
cityrole-0182/day-10,cityrole-0182,10,07-23,十堰市,湖北,no_contrast,当日无方案动作差异,equivalent,,当日无合法方案改变,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,21.55,21.55,24.80,30.50,CSWD typical-year simulated scenario,owned devices plus selected AC COP3 proxy; not full household bill,all owned rooms × all 24 hours equally weighted; not comfort score,0
cityrole-0183/day-01,cityrole-0183,1,07-14,天津市,天津,no_contrast,当日无方案动作差异,equivalent,,首日共同背景，无方案差异,2.300000,2.300000,0.752148,0.752148,3.052148,3.052148,0.000000,30.87,30.87,22.50,27.20,CSWD typical-year simulated scenario,owned devices plus selected AC COP3 proxy; not full household bill,all owned rooms × all 24 hours equally weighted; not comfort score,0
cityrole-0183/day-02,cityrole-0183,2,07-15,天津市,天津,ac_plus_device_shift,空调设定点与设备移时,meaningful,temperature_setpoint,空调设定点与设备移时,2.300000,2.300000,1.152463,1.060097,3.452463,3.360097,-0.092366,31.70,31.72,21.30,32.60,CSWD typical-year simulated scenario,owned devices plus selected AC COP3 proxy; not full household bill,all owned rooms × all 24 hours equally weighted; not comfort score,0
cityrole-0183/day-03,cityrole-0183,3,07-16,天津市,天津,ac_plus_device_shift,空调设定点与设备移时,meaningful,temperature_setpoint,空调设定点与设备移时,2.300000,2.300000,1.179485,1.097397,3.479485,3.397397,-0.082088,32.48,32.52,22.20,32.10,CSWD typical-year simulated scenario,owned devices plus selected AC COP3 proxy; not full household bill,all owned rooms × all 24 hours equally weighted; not comfort score,0
cityrole-0183/day-04,cityrole-0183,4,07-17,天津市,天津,ac_plus_device_shift,空调设定点与设备移时,meaningful,temperature_setpoint,空调设定点与设备移时,2.300000,2.300000,0.896115,0.817983,3.196115,3.117983,-0.078132,32.25,32.30,23.10,25.50,CSWD typical-year simulated scenario,owned devices plus selected AC COP3 proxy; not full household bill,all owned rooms × all 24 hours equally weighted; not comfort score,0
cityrole-0183/day-05,cityrole-0183,5,07-18,天津市,天津,ac_plus_device_shift,空调设定点与设备移时,meaningful,temperature_setpoint,空调设定点与设备移时,2.300000,2.300000,0.986568,0.910583,3.286568,3.210583,-0.075985,32.02,32.07,21.50,29.50,CSWD typical-year simulated scenario,owned devices plus selected AC COP3 proxy; not full household bill,all owned rooms × all 24 hours equally weighted; not comfort score,0
cityrole-0183/day-06,cityrole-0183,6,07-19,天津市,天津,ac_plus_device_shift,空调设定点与设备移时,meaningful,temperature_setpoint,空调设定点与设备移时,2.300000,2.300000,1.305497,1.225095,3.605497,3.525095,-0.080402,32.35,32.40,21.70,33.40,CSWD typical-year simulated scenario,owned devices plus selected AC COP3 proxy; not full household bill,all owned rooms × all 24 hours equally weighted; not comfort score,0
cityrole-0183/day-07,cityrole-0183,7,07-20,天津市,天津,ac_plus_device_shift,空调设定点与设备移时,meaningful,temperature_setpoint,空调设定点与设备移时,2.300000,2.300000,1.155816,1.078755,3.455816,3.378755,-0.077061,32.83,32.89,23.80,29.80,CSWD typical-year simulated scenario,owned devices plus selected AC COP3 proxy; not full household bill,all owned rooms × all 24 hours equally weighted; not comfort score,0
cityrole-0183/day-08,cityrole-0183,8,07-21,天津市,天津,ac_plus_device_shift,空调设定点与设备移时,meaningful,temperature_setpoint,空调设定点与设备移时,2.300000,2.300000,0.747105,0.669305,3.047105,2.969305,-0.077800,31.65,31.71,21.60,24.40,CSWD typical-year simulated scenario,owned devices plus selected AC COP3 proxy; not full household bill,all owned rooms × all 24 hours equally weighted; not comfort score,0
cityrole-0183/day-09,cityrole-0183,9,07-22,天津市,天津,ac_plus_device_shift,空调设定点与设备移时,meaningful,temperature_setpoint,空调设定点与设备移时,2.300000,2.300000,1.002275,0.923026,3.302275,3.223026,-0.079249,31.44,31.49,22.10,29.20,CSWD typical-year simulated scenario,owned devices plus selected AC COP3 proxy; not full household bill,all owned rooms × all 24 hours equally weighted; not comfort score,0
cityrole-0183/day-10,cityrole-0183,10,07-23,天津市,天津,ac_plus_device_shift,空调设定点与设备移时,meaningful,temperature_setpoint,空调设定点与设备移时,2.300000,2.300000,1.188111,1.109129,3.488111,3.409129,-0.078982,32.05,32.10,23.20,30.10,CSWD typical-year simulated scenario,owned devices plus selected AC COP3 proxy; not full household bill,all owned rooms × all 24 hours equally weighted; not comfort score,0
cityrole-0184/day-01,cityrole-0184,1,07-14,银川市,宁夏,no_contrast,当日无方案动作差异,equivalent,,首日共同背景，无方案差异,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,18.59,18.59,20.30,31.70,CSWD typical-year simulated scenario,owned devices plus selected AC COP3 proxy; not full household bill,all owned rooms × all 24 hours equally weighted; not comfort score,0
cityrole-0184/day-02,cityrole-0184,2,07-15,银川市,宁夏,no_contrast,当日无方案动作差异,equivalent,,当日无合法方案改变,1.800000,1.800000,0.000000,0.000000,1.800000,1.800000,0.000000,18.04,18.04,20.80,24.50,CSWD typical-year simulated scenario,owned devices plus selected AC COP3 proxy; not full household bill,all owned rooms × all 24 hours equally weighted; not comfort score,0
cityrole-0184/day-03,cityrole-0184,3,07-16,银川市,宁夏,device_time_shift,设备运行移时,meaningful,device_schedule,设备运行移时,0.500000,0.500000,0.000000,0.000000,0.500000,0.500000,0.000000,17.93,17.93,18.10,27.90,CSWD typical-year simulated scenario,owned devices plus selected AC COP3 proxy; not full household bill,all owned rooms × all 24 hours equally weighted; not comfort score,0
cityrole-0184/day-04,cityrole-0184,4,07-17,银川市,宁夏,no_contrast,当日无方案动作差异,equivalent,,当日无合法方案改变,1.800000,1.800000,0.000000,0.000000,1.800000,1.800000,0.000000,18.20,18.20,16.80,33.20,CSWD typical-year simulated scenario,owned devices plus selected AC COP3 proxy; not full household bill,all owned rooms × all 24 hours equally weighted; not comfort score,0
cityrole-0184/day-05,cityrole-0184,5,07-18,银川市,宁夏,device_time_shift,设备运行移时,meaningful,device_schedule,设备运行移时,0.500000,0.500000,0.000000,0.000000,0.500000,0.500000,0.000000,18.45,18.45,17.00,31.70,CSWD typical-year simulated scenario,owned devices plus selected AC COP3 proxy; not full household bill,all owned rooms × all 24 hours equally weighted; not comfort score,0
cityrole-0184/day-06,cityrole-0184,6,07-19,银川市,宁夏,no_contrast,当日无方案动作差异,equivalent,,当日无合法方案改变,1.800000,1.800000,0.000000,0.000000,1.800000,1.800000,0.000000,18.56,18.56,16.60,32.30,CSWD typical-year simulated scenario,owned devices plus selected AC COP3 proxy; not full household bill,all owned rooms × all 24 hours equally weighted; not comfort score,0
cityrole-0184/day-07,cityrole-0184,7,07-20,银川市,宁夏,device_time_shift,设备运行移时,meaningful,device_schedule,设备运行移时,0.500000,0.500000,0.000000,0.000000,0.500000,0.500000,0.000000,18.75,18.75,17.60,33.90,CSWD typical-year simulated scenario,owned devices plus selected AC COP3 proxy; not full household bill,all owned rooms × all 24 hours equally weighted; not comfort score,0
cityrole-0184/day-08,cityrole-0184,8,07-21,银川市,宁夏,no_contrast,当日无方案动作差异,equivalent,,当日无合法方案改变,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,18.88,18.88,19.00,30.90,CSWD typical-year simulated scenario,owned devices plus selected AC COP3 proxy; not full household bill,all owned rooms × all 24 hours equally weighted; not comfort score,0
cityrole-0184/day-09,cityrole-0184,9,07-22,银川市,宁夏,no_contrast,当日无方案动作差异,equivalent,,当日无合法方案改变,1.800000,1.800000,0.000000,0.000000,1.800000,1.800000,0.000000,18.37,18.37,18.30,26.60,CSWD typical-year simulated scenario,owned devices plus selected AC COP3 proxy; not full household bill,all owned rooms × all 24 hours equally weighted; not comfort score,0
cityrole-0184/day-10,cityrole-0184,10,07-23,银川市,宁夏,device_time_shift,设备运行移时,meaningful,device_schedule,设备运行移时,0.500000,0.500000,0.000000,0.000000,0.500000,0.500000,0.000000,18.05,18.05,15.50,31.10,CSWD typical-year simulated scenario,owned devices plus selected AC COP3 proxy; not full household bill,all owned rooms × all 24 hours equally weighted; not comfort score,0
cityrole-0185/day-01,cityrole-0185,1,07-14,泉州市,福建,no_contrast,当日无方案动作差异,equivalent,,首日共同背景，无方案差异,1.500000,1.500000,0.000000,0.000000,1.500000,1.500000,0.000000,29.38,29.38,25.80,29.00,CSWD typical-year simulated scenario,owned devices plus selected AC COP3 proxy; not full household bill,all owned rooms × all 24 hours equally weighted; not comfort score,0
cityrole-0185/day-02,cityrole-0185,2,07-15,泉州市,福建,ac_plus_device_shift,空调设定点与设备移时,meaningful,temperature_setpoint,空调设定点与设备移时,2.800000,2.800000,3.292051,3.104320,6.092051,5.904320,-0.187731,29.08,29.09,25.60,28.90,CSWD typical-year simulated scenario,owned devices plus selected AC COP3 proxy; not full household bill,all owned rooms × all 24 hours equally weighted; not comfort score,0
cityrole-0185/day-03,cityrole-0185,3,07-16,泉州市,福建,ac_plus_device_shift,空调设定点与设备移时,meaningful,temperature_setpoint,空调设定点与设备移时,1.500000,1.500000,2.966907,2.805049,4.466907,4.305049,-0.161858,28.88,28.91,25.60,29.10,CSWD typical-year simulated scenario,owned devices plus selected AC COP3 proxy; not full household bill,all owned rooms × all 24 hours equally weighted; not comfort score,0
